,ts_code,symbol,name,area,industry,list_date
902,002445.SZ,002445,ST中南,江苏,影视音像,20100713
903,002446.SZ,002446,盛路通信,广东,软件服务,20100713
904,002447.SZ,002447,晨鑫科技,辽宁,软件服务,20100713
905,002448.SZ,002448,中原内配,河南,汽车服务,20100716
906,002449.SZ,002449,国星光电,广东,半导体,20100716
907,002450.SZ,002450,*ST康得,江苏,化学制药,20100716
908,002451.SZ,002451,摩恩电气,上海,元器件,20100720
909,002452.SZ,002452,长高集团,湖南,元器件,20100720
910,002453.SZ,002453,华软科技,江苏,化学制药,20100720
911,002454.SZ,002454,松芝股份,上海,汽车服务,20100720
912,002455.SZ,002455,百川股份,江苏,化学制药,20100803
913,002456.SZ,002456,欧菲光,深圳,元器件,20100803
914,002457.SZ,002457,青龙管业,宁夏,塑料,20100803
915,002458.SZ,002458,益生股份,山东,农矿业,20100810
916,002459.SZ,002459,天业通联,河北,工程机械,20100810
917,002460.SZ,002460,赣锋锂业,江西,小金属,20100810
918,002461.SZ,002461,珠江啤酒,广东,啤酒,20100818
919,002462.SZ,002462,嘉事堂,北京,医药商业,20100818
920,002463.SZ,002463,沪电股份,江苏,元器件,20100818
921,002464.SZ,002464,众应互联,江苏,软件服务,20100831
922,002465.SZ,002465,海格通信,广东,软件服务,20100831
923,002466.SZ,002466,天齐锂业,四川,小金属,20100831
924,002467.SZ,002467,二六三,北京,电信运营,20100908
925,002468.SZ,002468,申通快递,浙江,仓储物流,20100908
926,002469.SZ,002469,三维工程,山东,地产,20100908
927,002470.SZ,002470,金正大,山东,农矿业,20100908
928,002471.SZ,002471,中超控股,江苏,元器件,20100910
929,002472.SZ,002472,双环传动,浙江,机械,20100910
930,002473.SZ,002473,圣莱达,浙江,元器件,20100910
931,002474.SZ,002474,榕基软件,福建,软件服务,20100915
932,002475.SZ,002475,立讯精密,深圳,元器件,20100915
933,002476.SZ,002476,宝莫股份,山东,化学制药,20100915
934,002477.SZ,002477,*ST雏鹰,河南,农矿业,20100915
935,002478.SZ,002478,常宝股份,江苏,农矿业,20100921
936,002479.SZ,002479,富春环保,浙江,火力发电,20100921
937,002480.SZ,002480,新筑股份,四川,机械,20100921
938,002481.SZ,002481,双塔农业,山东,农矿业,20100921
939,002482.SZ,002482,广田集团,深圳,装修装饰,20100929
940,002483.SZ,002483,润邦股份,江苏,工程机械,20100929
941,002484.SZ,002484,江海股份,江苏,元器件,20100929
942,002485.SZ,002485,希努尔,山东,服饰,20101015
943,002486.SZ,002486,嘉麟杰,上海,服饰,20101015
944,002487.SZ,002487,大金重工,辽宁,农矿业,20101015
945,002488.SZ,002488,金固股份,浙江,汽车服务,20101021
946,002489.SZ,002489,浙江永强,浙江,家居用品,20101021
947,002490.SZ,002490,山东墨龙,山东,机械,20101021
948,002491.SZ,002491,通鼎互联,江苏,软件服务,20101021
949,002492.SZ,002492,恒基达鑫,广东,仓储物流,20101102
950,002493.SZ,002493,荣盛石化,浙江,化学制药,20101102
951,002494.SZ,002494,华斯股份,河北,服饰,20101102
952,002495.SZ,002495,佳隆股份,广东,农矿业,20101102
953,002496.SZ,002496,辉丰股份,江苏,农矿业,20101109
954,002497.SZ,002497,雅化集团,四川,化学制药,20101109
955,002498.SZ,002498,汉缆股份,山东,元器件,20101109
956,002499.SZ,002499,*ST科林,江苏,环境保护,20101109
957,002500.SZ,002500,山西证券,山西,金融,20101115
958,002501.SZ,002501,*ST利源,吉林,农矿业,20101117
959,002502.SZ,002502,骅威文化,广东,影视音像,20101117
960,002503.SZ,002503,搜于特,广东,服饰,20101117
961,002504.SZ,002504,弘高创意,北京,装修装饰,20101118
962,002505.SZ,002505,大康农业,湖南,农矿业,20101118
963,002506.SZ,002506,协鑫集成,上海,元器件,20101118
964,002507.SZ,002507,涪陵榨菜,重庆,农矿业,20101123
965,002508.SZ,002508,老板电器,浙江,元器件,20101123
966,002509.SZ,002509,天广中茂,福建,机械,20101123
967,002510.SZ,002510,天汽模,天津,汽车服务,20101125
968,002511.SZ,002511,中顺洁柔,广东,造纸,20101125
969,002512.SZ,002512,达华智能,福建,元器件,20101203
970,002513.SZ,002513,蓝丰生化,江苏,农矿业,20101203
971,002514.SZ,002514,宝馨科技,江苏,机械,20101203
972,002515.SZ,002515,金字火腿,浙江,农矿业,20101203
973,002516.SZ,002516,旷达科技,江苏,农矿业,20101207
974,002517.SZ,002517,恺英网络,福建,软件服务,20101207
975,002518.SZ,002518,科士达,深圳,元器件,20101207
976,002519.SZ,002519,银河电子,江苏,软件服务,20101207
977,002520.SZ,002520,日发精机,浙江,机械,20101210
978,002521.SZ,002521,齐峰新材,山东,造纸,20101210
979,002522.SZ,002522,浙江众成,浙江,塑料,20101210
980,002523.SZ,002523,天桥起重,湖南,工程机械,20101210
981,002524.SZ,002524,光正集团,新疆,化学制药,20101217
982,002526.SZ,002526,山东矿机,山东,工程机械,20101217
983,002527.SZ,002527,新时达,上海,元器件,20101224
984,002528.SZ,002528,英飞拓,深圳,软件服务,20101224
985,002529.SZ,002529,海源复材,福建,机械,20101224
986,002530.SZ,002530,金财互联,江苏,机械,20101231
987,002531.SZ,002531,天顺风能,江苏,元器件,20101231
988,002532.SZ,002532,新界泵业,浙江,农矿业,20101231
989,002533.SZ,002533,金杯电工,湖南,元器件,20101231
990,002534.SZ,002534,杭锅股份,浙江,机械,20110110
991,002535.SZ,002535,林州重机,河南,工程机械,20110111
992,002536.SZ,002536,西泵股份,河南,汽车服务,20110111
993,002537.SZ,002537,海联金汇,山东,汽车服务,20110110
994,002538.SZ,002538,司尔特,安徽,农矿业,20110118
995,002539.SZ,002539,云图控股,四川,农矿业,20110118
996,002540.SZ,002540,亚太科技,江苏,农矿业,20110118
997,002541.SZ,002541,鸿路钢构,安徽,农矿业,20110118
998,002542.SZ,002542,中化岩土,北京,地产,20110128
999,002543.SZ,002543,万和电气,广东,元器件,20110128
1000,002544.SZ,002544,杰赛科技,广东,软件服务,20110128
1001,002545.SZ,002545,东方铁塔,山东,农矿业,20110211
1002,002546.SZ,002546,新联电子,江苏,元器件,20110211
1003,002547.SZ,002547,春兴精工,江苏,软件服务,20110218
1004,002548.SZ,002548,金新农,深圳,饲料,20110218
1005,002549.SZ,002549,凯美特气,湖南,环境保护,20110218
1006,002550.SZ,002550,千红制药,江苏,化学制药,20110218
1007,002551.SZ,002551,尚荣医疗,深圳,化学制药,20110225
1008,002552.SZ,002552,宝鼎科技,浙江,机械,20110225
1009,002553.SZ,002553,南方轴承,江苏,汽车服务,20110225
1010,002554.SZ,002554,惠博普,北京,农矿业,20110225
1011,002555.SZ,002555,三七互娱,安徽,软件服务,20110302
1012,002556.SZ,002556,辉隆股份,安徽,综合服务,20110302
1013,002557.SZ,002557,洽洽农业,安徽,农矿业,20110302
1014,002558.SZ,002558,巨人网络,重庆,软件服务,20110302
1015,002559.SZ,002559,亚威股份,江苏,机械,20110303
1016,002560.SZ,002560,通达股份,河南,元器件,20110303
1017,002561.SZ,002561,徐家汇,上海,百货,20110303
1018,002562.SZ,002562,兄弟科技,浙江,化学制药,20110310
1019,002563.SZ,002563,森马服饰,浙江,服饰,20110311
1020,002564.SZ,002564,天沃科技,江苏,机械,20110310
1021,002565.SZ,002565,顺灏股份,上海,造纸,20110318
1022,002566.SZ,002566,益盛药业,吉林,化学制药,20110318
1023,002567.SZ,002567,唐人神,湖南,饲料,20110325
1024,002568.SZ,002568,百润股份,上海,红黄药酒,20110325
1025,002569.SZ,002569,*ST步森,浙江,服饰,20110412
1026,002570.SZ,002570,贝因美,浙江,农矿业,20110412
1027,002571.SZ,002571,德力股份,安徽,玻璃,20110412
1028,002572.SZ,002572,索菲亚,广东,家居用品,20110412
1029,002573.SZ,002573,清新环境,北京,环境保护,20110422
1030,002574.SZ,002574,明牌珠宝,浙江,服饰,20110422
1031,002575.SZ,002575,群兴玩具,广东,文教休闲,20110422
1032,002576.SZ,002576,通达动力,江苏,元器件,20110428
1033,002577.SZ,002577,雷柏科技,深圳,软件服务,20110428
1034,002578.SZ,002578,闽发农矿业业,福建,农矿业,20110428
1035,002579.SZ,002579,中京电子,广东,元器件,20110506
1036,002580.SZ,002580,圣阳股份,山东,元器件,20110506
1037,002581.SZ,002581,未名医药,山东,化学制药,20110520
1038,002582.SZ,002582,好想你,河南,农矿业,20110520
1039,002583.SZ,002583,海能达,深圳,软件服务,20110527
1040,002584.SZ,002584,西陇科学,广东,化学制药,20110602
1041,002585.SZ,002585,双星新材,江苏,塑料,20110602
1042,002586.SZ,002586,围海股份,浙江,地产,20110602
1043,002587.SZ,002587,奥拓电子,深圳,元器件,20110610
1044,002588.SZ,002588,史丹利,山东,农矿业,20110610
1045,002589.SZ,002589,瑞康医药,山东,医药商业,20110610
1046,002590.SZ,002590,万安科技,浙江,汽车服务,20110610
1047,002591.SZ,002591,恒大高新,江西,化学制药,20110621
1048,002592.SZ,002592,八菱科技,广西,汽车服务,20111111
1049,002593.SZ,002593,日上集团,福建,汽车服务,20110628
1050,002594.SZ,002594,比亚迪,深圳,汽车服务,20110630
1051,002595.SZ,002595,豪迈科技,山东,机械,20110628
1052,002596.SZ,002596,海南瑞泽,海南,综合服务,20110707
1053,002597.SZ,002597,金禾实业,安徽,化学制药,20110707
1054,002598.SZ,002598,山东章鼓,山东,机械,20110707
1055,002599.SZ,002599,盛通股份,北京,广告包装,20110715
1056,002600.SZ,002600,领益智造,广东,元器件,20110715
1057,002601.SZ,002601,龙蟒佰利,河南,化学制药,20110715
1058,002602.SZ,002602,世纪华通,浙江,汽车服务,20110728
1059,002603.SZ,002603,以岭药业,河北,化学制药,20110728
1060,002604.SZ,002604,*ST龙力,,,20110728
1061,002605.SZ,002605,姚记扑克,上海,文教休闲,20110805
1062,002606.SZ,002606,大连电瓷,辽宁,元器件,20110805
1063,002607.SZ,002607,中公教育,安徽,文教休闲,20110810
1064,002608.SZ,002608,江苏国信,江苏,火力发电,20110810
1065,002609.SZ,002609,捷顺科技,深圳,软件服务,20110815
1066,002610.SZ,002610,爱康科技,江苏,元器件,20110815
1067,002611.SZ,002611,东方精工,广东,轻工机械,20110830
1068,002612.SZ,002612,朗姿股份,北京,服饰,20110830
1069,002613.SZ,002613,北玻股份,河南,机械,20110830
1070,002614.SZ,002614,奥佳华,福建,化学制药,20110909
1071,002615.SZ,002615,哈尔斯,浙江,家居用品,20110909
1072,002616.SZ,002616,长青集团,广东,环境保护,20110920
1073,002617.SZ,002617,露笑科技,浙江,元器件,20110920
1074,002618.SZ,002618,丹邦科技,深圳,元器件,20110920
1075,002619.SZ,002619,艾格拉斯,浙江,软件服务,20110929
1076,002620.SZ,002620,瑞和股份,深圳,装修装饰,20110929
1077,002621.SZ,002621,美吉姆,辽宁,机械,20110929
1078,002622.SZ,002622,融钰集团,吉林,综合类,20111018
1079,002623.SZ,002623,亚玛顿,江苏,玻璃,20111013
1080,002624.SZ,002624,完美世界,浙江,影视音像,20111028
1081,002625.SZ,002625,光启技术,浙江,汽车服务,20111103
1082,002626.SZ,002626,金达威,福建,农矿业,20111028
1083,002627.SZ,002627,宜昌交运,湖北,公共交通,20111103
1084,002628.SZ,002628,成都路桥,四川,地产,20111103
1085,002629.SZ,002629,*ST仁智,浙江,农矿业,20111103
1086,002630.SZ,002630,华西能源,四川,机械,20111111
1087,002631.SZ,002631,德尔未来,江苏,家居用品,20111111
1088,002632.SZ,002632,道明光学,浙江,化学制药,20111122
1089,002633.SZ,002633,申科股份,浙江,机械,20111122
1090,002634.SZ,002634,棒杰股份,浙江,服饰,20111205
1091,002635.SZ,002635,安洁科技,江苏,软件服务,20111125
1092,002636.SZ,002636,金安国纪,上海,元器件,20111125
1093,002637.SZ,002637,赞宇科技,浙江,日用化工,20111125
1094,002638.SZ,002638,勤上股份,广东,文教休闲,20111125
1095,002639.SZ,002639,雪人股份,福建,机械,20111205
1096,002640.SZ,002640,跨境通,山西,服饰,20111208
1097,002641.SZ,002641,永高股份,浙江,塑料,20111208
1098,002642.SZ,002642,*ST荣联,北京,软件服务,20111220
1099,002643.SZ,002643,万润股份,山东,化学制药,20111220
1100,002644.SZ,002644,佛慈制药,甘肃,化学制药,20111222
1101,002645.SZ,002645,华宏科技,江苏,机械,20111220
1102,002646.SZ,002646,青青稞酒,青海,白酒,20111222
1103,002647.SZ,002647,仁东控股,浙江,多元金融,20111228
1104,002648.SZ,002648,卫星石化,浙江,化学制药,20111228
1105,002649.SZ,002649,博彦科技,北京,软件服务,20120106
1106,002650.SZ,002650,加加农业,湖南,农矿业,20120106
1107,002651.SZ,002651,利君股份,四川,机械,20120106
1108,002652.SZ,002652,扬子新材,江苏,综合服务,20120119
1109,002653.SZ,002653,海思科,西藏,化学制药,20120117
1110,002654.SZ,002654,万润科技,深圳,半导体,20120217
1111,002655.SZ,002655,共达电声,山东,元器件,20120217
1112,002656.SZ,002656,摩登大道,广东,服饰,20120228
1113,002657.SZ,002657,中科金财,北京,软件服务,20120228
1114,002658.SZ,002658,雪迪龙,北京,环境保护,20120309
1115,002659.SZ,002659,凯文教育,江苏,文教休闲,20120309
1116,002660.SZ,002660,茂硕电源,深圳,元器件,20120316
1117,002661.SZ,002661,克明面业,湖南,农矿业,20120316
1118,002662.SZ,002662,京威股份,北京,汽车服务,20120309
1119,002663.SZ,002663,普邦股份,广东,地产,20120316
1120,002664.SZ,002664,长鹰信质,浙江,汽车服务,20120316
1121,002665.SZ,002665,首航节能,北京,元器件,20120327
1122,002666.SZ,002666,德联集团,广东,化学制药,20120327
1123,002667.SZ,002667,鞍重股份,辽宁,工程机械,20120329
1124,002668.SZ,002668,奥马电器,广东,元器件,20120416
1125,002669.SZ,002669,康达新材,上海,化学制药,20120416
1126,002670.SZ,002670,国盛金控,广东,金融,20120416
1127,002671.SZ,002671,龙泉股份,山东,综合服务,20120426
1128,002672.SZ,002672,东江环保,广东,环境保护,20120426
1129,002673.SZ,002673,西部证券,陕西,金融,20120503
1130,002674.SZ,002674,兴业科技,福建,农矿业,20120507
1131,002675.SZ,002675,东诚药业,山东,化学制药,20120525
1132,002676.SZ,002676,顺威股份,广东,塑料,20120525
1133,002677.SZ,002677,浙江美大,浙江,元器件,20120525
1134,002678.SZ,002678,珠江钢琴,广东,文教休闲,20120530
1135,002679.SZ,002679,福建金森,福建,农矿业,20120605
1136,002681.SZ,002681,奋达科技,深圳,元器件,20120605
1137,002682.SZ,002682,龙洲股份,福建,公路,20120612
1138,002683.SZ,002683,宏大爆破,广东,化学制药,20120612
1139,002684.SZ,002684,*ST猛狮,广东,元器件,20120612
1140,002685.SZ,002685,华东重机,江苏,工程机械,20120612
1141,002686.SZ,002686,亿利达,浙江,机械,20120703
1142,002687.SZ,002687,乔治白,浙江,服饰,20120713
1143,002688.SZ,002688,金河生物,内蒙,化学制药,20120713
1144,002689.SZ,002689,远大智能,辽宁,运输设备,20120717
1145,002690.SZ,002690,美亚光电,安徽,机械,20120731
1146,002691.SZ,002691,冀凯股份,河北,机械,20120731
1147,002692.SZ,002692,远程股份,江苏,元器件,20120808
1148,002693.SZ,002693,双成药业,海南,化学制药,20120808
1149,002694.SZ,002694,顾地科技,湖北,塑料,20120816
1150,002695.SZ,002695,煌上煌,江西,农矿业,20120905
1151,002696.SZ,002696,百洋股份,广西,农矿业,20120905
1152,002697.SZ,002697,红旗连锁,四川,超市连锁,20120905
1153,002698.SZ,002698,博实股份,黑龙江,机械,20120911
1154,002699.SZ,002699,美盛文化,浙江,服饰,20120911
1155,002700.SZ,002700,新疆浩源,新疆,供气供热,20120921
1156,002701.SZ,002701,奥瑞金,北京,广告包装,20121011
1157,002702.SZ,002702,海欣农业,福建,农矿业,20121011
1158,002703.SZ,002703,浙江世宝,浙江,汽车服务,20121102
1159,002705.SZ,002705,新宝股份,广东,元器件,20140121
1160,002706.SZ,002706,良信电器,上海,元器件,20140121
1161,002707.SZ,002707,众信旅游,北京,旅游服务,20140123
1162,002708.SZ,002708,光洋股份,江苏,汽车服务,20140121
1163,002709.SZ,002709,天赐材料,广东,化学制药,20140123
1164,002711.SZ,002711,*ST欧浦,广东,仓储物流,20140127
1165,002712.SZ,002712,思美传媒,浙江,广告包装,20140123
1166,002713.SZ,002713,东易日盛,北京,装修装饰,20140219
1167,002714.SZ,002714,牧原股份,河南,农矿业,20140128
1168,002715.SZ,002715,登云股份,广东,汽车服务,20140219
1169,002716.SZ,002716,金贵银业,湖南,小金属,20140128
1170,002717.SZ,002717,岭南股份,广东,环境保护,20140219
1171,002718.SZ,002718,友邦吊顶,浙江,家居用品,20140128
1172,002719.SZ,002719,麦趣尔,新疆,农矿业,20140128
1173,002721.SZ,002721,金一文化,北京,服饰,20140127
1174,002722.SZ,002722,金轮股份,江苏,机械,20140128
1175,002723.SZ,002723,金莱特,广东,元器件,20140129
1176,002724.SZ,002724,海洋王,深圳,半导体,20141104
1177,002725.SZ,002725,跃岭股份,浙江,汽车服务,20140129
1178,002726.SZ,002726,龙大肉食,山东,农矿业,20140626
1179,002727.SZ,002727,一心堂,云南,医药商业,20140702
1180,002728.SZ,002728,特一药业,广东,化学制药,20140731
1181,002729.SZ,002729,好利来,福建,元器件,20140912
1182,002730.SZ,002730,电光科技,浙江,元器件,20141009
1183,002731.SZ,002731,萃华珠宝,辽宁,服饰,20141104
1184,002732.SZ,002732,燕塘乳业,广东,农矿业,20141205
1185,002733.SZ,002733,雄韬股份,深圳,元器件,20141203
1186,002734.SZ,002734,利民股份,江苏,农矿业,20150127
1187,002735.SZ,002735,王子新材,深圳,塑料,20141203
1188,002736.SZ,002736,国信证券,深圳,金融,20141229
1189,002737.SZ,002737,葵花药业,黑龙江,化学制药,20141230
1190,002738.SZ,002738,中矿资源,北京,地产,20141230
1191,002739.SZ,002739,万达电影,北京,影视音像,20150122
1192,002740.SZ,002740,爱迪尔,深圳,服饰,20150122
1193,002741.SZ,002741,光华科技,广东,化学制药,20150216
1194,002742.SZ,002742,三圣股份,重庆,综合服务,20150217
1195,002743.SZ,002743,富煌钢构,安徽,农矿业,20150217
1196,002745.SZ,002745,木林森,广东,半导体,20150217
1197,002746.SZ,002746,仙坛股份,山东,农矿业,20150216
1198,002747.SZ,002747,埃斯顿,江苏,机械,20150320
1199,002748.SZ,002748,世龙实业,江西,化学制药,20150319
1200,002749.SZ,002749,国光股份,四川,农矿业,20150320
1201,002750.SZ,002750,龙津药业,云南,化学制药,20150324
1202,002751.SZ,002751,易尚展示,深圳,家居用品,20150424
1203,002752.SZ,002752,昇兴股份,福建,广告包装,20150422
1204,002753.SZ,002753,永东股份,山西,化学制药,20150519
1205,002755.SZ,002755,奥赛康,北京,化学制药,20150515
1206,002756.SZ,002756,永兴特钢,浙江,特种钢,20150515
1207,002757.SZ,002757,南兴装备,广东,家居用品,20150527
1208,002758.SZ,002758,华通医药,浙江,医药商业,20150527
1209,002759.SZ,002759,天际股份,广东,元器件,20150528
1210,002760.SZ,002760,凤形股份,安徽,机械,20150611
1211,002761.SZ,002761,多喜爱,湖南,农矿业,20150610
1212,002762.SZ,002762,金发拉比,广东,服饰,20150610
1213,002763.SZ,002763,汇洁股份,深圳,服饰,20150610
1214,002765.SZ,002765,蓝黛传动,重庆,汽车服务,20150612
1215,002766.SZ,002766,*ST索菱,深圳,汽车服务,20150611
1216,002767.SZ,002767,先锋电子,浙江,元器件,20150612
1217,002768.SZ,002768,国恩股份,山东,塑料,20150630
1218,002769.SZ,002769,普路通,深圳,仓储物流,20150629
1219,002770.SZ,002770,科迪乳业,河南,农矿业,20150630
1220,002771.SZ,002771,真视通,北京,软件服务,20150629
1221,002772.SZ,002772,众兴菌业,甘肃,农矿业,20150626
1222,002773.SZ,002773,康弘药业,四川,化学制药,20150626
1223,002774.SZ,002774,快意电梯,广东,运输设备,20170324
1224,002775.SZ,002775,文科园林,深圳,地产,20150629
1225,002776.SZ,002776,柏堡龙,广东,服饰,20150626
1226,002777.SZ,002777,久远银海,四川,软件服务,20151231
1227,002778.SZ,002778,高科石化,江苏,农矿业,20160106
1228,002779.SZ,002779,中坚科技,浙江,农矿业,20151209
1229,002780.SZ,002780,三夫户外,北京,综合服务,20151209
1230,002781.SZ,002781,奇信股份,深圳,装修装饰,20151222
1231,002782.SZ,002782,可立克,深圳,元器件,20151222
1232,002783.SZ,002783,凯龙股份,湖北,化学制药,20151209
1233,002785.SZ,002785,万里石,福建,综合服务,20151223
1234,002786.SZ,002786,银宝山新,深圳,机械,20151223
1235,002787.SZ,002787,华源控股,江苏,广告包装,20151231
1236,002788.SZ,002788,鹭燕医药,福建,医药商业,20160218
1237,002789.SZ,002789,建艺集团,深圳,装修装饰,20160311
1238,002790.SZ,002790,瑞尔特,福建,家居用品,20160308
1239,002791.SZ,002791,坚朗五金,广东,综合服务,20160329
1240,002792.SZ,002792,通宇通讯,广东,软件服务,20160328
1241,002793.SZ,002793,东音股份,浙江,机械,20160415
1242,002795.SZ,002795,永和智控,浙江,机械,20160428
1243,002796.SZ,002796,世嘉科技,江苏,机械,20160510
1244,002797.SZ,002797,第一创业,深圳,金融,20160511
1245,002798.SZ,002798,帝欧家居,四川,家居用品,20160525
1246,002799.SZ,002799,环球印务,陕西,广告包装,20160608
1247,002800.SZ,002800,天顺股份,新疆,仓储物流,20160530
1248,002801.SZ,002801,微光股份,浙江,元器件,20160622
1249,002802.SZ,002802,洪汇新材,江苏,化学制药,20160629
1250,002803.SZ,002803,吉宏股份,福建,广告包装,20160712
1251,002805.SZ,002805,丰元股份,山东,化学制药,20160707
1252,002806.SZ,002806,华锋股份,广东,元器件,20160726
1253,002807.SZ,002807,江阴银行,江苏,金融,20160902
1254,002808.SZ,002808,恒久科技,江苏,元器件,20160812
1255,002809.SZ,002809,红墙股份,广东,化学制药,20160823
1256,002810.SZ,002810,山东赫达,山东,化学制药,20160826
1257,002811.SZ,002811,亚泰国际,深圳,装修装饰,20160908
1258,002812.SZ,002812,恩捷股份,云南,广告包装,20160914
1259,002813.SZ,002813,路畅科技,深圳,汽车服务,20161012
1260,002815.SZ,002815,崇达技术,深圳,元器件,20161012
1261,002816.SZ,002816,和科达,深圳,机械,20161025
1262,002817.SZ,002817,黄山胶囊,安徽,化学制药,20161025
1263,002818.SZ,002818,富森美,四川,地产,20161109
1264,002819.SZ,002819,东方中科,北京,元器件,20161111
1265,002820.SZ,002820,桂发祥,天津,农矿业,20161118
1266,002821.SZ,002821,凯莱英,天津,化学制药,20161118
1267,002822.SZ,002822,中装建设,深圳,装修装饰,20161129
1268,002823.SZ,002823,凯中精密,深圳,机械,20161124
1269,002824.SZ,002824,和胜股份,广东,农矿业,20170112
1270,002825.SZ,002825,纳尔股份,上海,化学制药,20161129
1271,002826.SZ,002826,易明医药,西藏,化学制药,20161209
1272,002827.SZ,002827,高争民爆,西藏,化学制药,20161209
1273,002828.SZ,002828,贝肯能源,新疆,农矿业,20161208
1274,002829.SZ,002829,星网宇达,北京,软件服务,20161213
1275,002830.SZ,002830,名雕股份,深圳,装修装饰,20161213
1276,002831.SZ,002831,裕同科技,深圳,广告包装,20161216
1277,002832.SZ,002832,比音勒芬,广东,服饰,20161223
1278,002833.SZ,002833,弘亚数控,广东,机械,20161228
1279,002835.SZ,002835,同为股份,深圳,元器件,20161228
1280,002836.SZ,002836,新宏泽,广东,广告包装,20161229
1281,002837.SZ,002837,英维克,深圳,机械,20161229
1282,002838.SZ,002838,道恩股份,山东,塑料,20170106
1283,002839.SZ,002839,张家港行,江苏,金融,20170124
1284,002840.SZ,002840,华统股份,浙江,农矿业,20170110
1285,002841.SZ,002841,视源股份,广东,元器件,20170119
1286,002842.SZ,002842,翔鹭钨业,广东,小金属,20170119
1287,002843.SZ,002843,泰嘉股份,湖南,农矿业,20170120
1288,002845.SZ,002845,同兴达,深圳,元器件,20170125
1289,002846.SZ,002846,英联股份,广东,广告包装,20170207
1290,002847.SZ,002847,盐津铺子,湖南,农矿业,20170208
1291,002848.SZ,002848,高斯贝尔,湖南,软件服务,20170213
1292,002849.SZ,002849,威星智能,浙江,元器件,20170217
1293,002850.SZ,002850,科达利,深圳,机械,20170302
1294,002851.SZ,002851,麦格米特,深圳,元器件,20170306
1295,002852.SZ,002852,道道全,湖南,农矿业,20170310
1296,002853.SZ,002853,皮阿诺,广东,家居用品,20170310
1297,002855.SZ,002855,捷荣技术,广东,塑料,20170321
1298,002856.SZ,002856,美芝股份,深圳,装修装饰,20170320
1299,002857.SZ,002857,三晖电气,河南,元器件,20170323
1300,002858.SZ,002858,力盛赛车,上海,文教休闲,20170324
1301,002859.SZ,002859,洁美科技,浙江,元器件,20170407
1302,002860.SZ,002860,星帅尔,浙江,元器件,20170412
1303,002861.SZ,002861,瀛通通讯,湖北,软件服务,20170413
1304,002862.SZ,002862,实丰文化,广东,文教休闲,20170411
1305,002863.SZ,002863,今飞凯达,浙江,汽车服务,20170418
1306,002864.SZ,002864,盘龙药业,陕西,化学制药,20171116
1307,002865.SZ,002865,钧达股份,海南,汽车服务,20170425
1308,002866.SZ,002866,传艺科技,江苏,软件服务,20170426
1309,002867.SZ,002867,周大生,深圳,服饰,20170427
1310,002868.SZ,002868,绿康生化,福建,农矿业,20170503
1311,002869.SZ,002869,金溢科技,深圳,软件服务,20170515
1312,002870.SZ,002870,香山股份,广东,元器件,20170515
1313,002871.SZ,002871,伟隆股份,山东,机械,20170511
1314,002872.SZ,002872,*ST天圣,重庆,化学制药,20170519
1315,002873.SZ,002873,新天药业,贵州,化学制药,20170519
1316,002875.SZ,002875,安奈儿,深圳,服饰,20170601
1317,002876.SZ,002876,三利谱,深圳,元器件,20170525
1318,002877.SZ,002877,智能自控,江苏,元器件,20170605
1319,002878.SZ,002878,元隆雅图,北京,文教休闲,20170606
1320,002879.SZ,002879,长缆科技,湖南,元器件,20170707
1321,002880.SZ,002880,卫光生物,深圳,化学制药,20170616
1322,002881.SZ,002881,美格智能,深圳,软件服务,20170622
1323,002882.SZ,002882,金龙羽,深圳,元器件,20170717
1324,002883.SZ,002883,中设股份,江苏,地产,20170620
1325,002884.SZ,002884,凌霄泵业,广东,机械,20170711
1326,002885.SZ,002885,京泉华,深圳,元器件,20170627
1327,002886.SZ,002886,沃特股份,深圳,塑料,20170627
1328,002887.SZ,002887,绿茵生态,天津,环境保护,20170801
1329,002888.SZ,002888,惠威科技,广东,元器件,20170721
1330,002889.SZ,002889,东方嘉盛,深圳,仓储物流,20170731
1331,002890.SZ,002890,弘宇股份,山东,农矿业,20170802
1332,002891.SZ,002891,中宠股份,山东,饲料,20170821
1333,002892.SZ,002892,科力尔,湖南,元器件,20170817
1334,002893.SZ,002893,华通热力,北京,供气供热,20170915
1335,002895.SZ,002895,川恒股份,贵州,化学制药,20170825
1336,002896.SZ,002896,中大力德,浙江,机械,20170829
1337,002897.SZ,002897,意华股份,浙江,元器件,20170907
1338,002898.SZ,002898,赛隆药业,广东,化学制药,20170912
1339,002899.SZ,002899,英派斯,山东,文教休闲,20170915
1340,002900.SZ,002900,哈三联,黑龙江,化学制药,20170922
1341,002901.SZ,002901,大博医疗,福建,化学制药,20170922
1342,002902.SZ,002902,铭普光磁,广东,元器件,20170929
1343,002903.SZ,002903,宇环数控,湖南,机械,20171013
1344,002905.SZ,002905,金逸影视,广东,影视音像,20171016
1345,002906.SZ,002906,华阳集团,广东,汽车服务,20171013
1346,002907.SZ,002907,华森制药,重庆,化学制药,20171020
1347,002908.SZ,002908,德生科技,广东,元器件,20171020
1348,002909.SZ,002909,集泰股份,广东,化学制药,20171026
1349,002910.SZ,002910,庄园牧场,甘肃,农矿业,20171031
1350,002911.SZ,002911,佛燃股份,广东,供气供热,20171122
1351,002912.SZ,002912,中新赛克,深圳,软件服务,20171121
1352,002913.SZ,002913,奥士康,湖南,元器件,20171201
1353,002915.SZ,002915,中欣氟材,浙江,化学制药,20171205
