,ts_code,symbol,name,area,industry,list_date
1795,300413.SZ,300413,芒果超媒,湖南,影视音像,20150121
1796,300414.SZ,300414,中光防雷,四川,元器件,20150513
1797,300415.SZ,300415,伊之密,广东,机械,20150123
1798,300416.SZ,300416,苏试试验,江苏,元器件,20150122
1799,300417.SZ,300417,南华仪器,广东,元器件,20150123
1800,300418.SZ,300418,昆仑万维,北京,软件服务,20150121
1801,300419.SZ,300419,浩丰科技,北京,软件服务,20150122
1802,300420.SZ,300420,五洋停车,江苏,机械,20150217
1803,300421.SZ,300421,力星股份,江苏,机械,20150217
1804,300422.SZ,300422,博世科,广西,环境保护,20150217
1805,300423.SZ,300423,鲁亿通,山东,元器件,20150217
1806,300424.SZ,300424,航新科技,广东,航空,20150422
1807,300425.SZ,300425,环能科技,四川,环境保护,20150216
1808,300426.SZ,300426,唐德影视,浙江,影视音像,20150217
1809,300427.SZ,300427,红相股份,福建,元器件,20150217
1810,300428.SZ,300428,四通新材,河北,农矿业,20150319
1811,300429.SZ,300429,强力新材,江苏,化学制药,20150324
1812,300430.SZ,300430,诚益通,北京,元器件,20150319
1813,300431.SZ,300431,暴风集团,北京,软件服务,20150324
1814,300432.SZ,300432,富临精工,四川,汽车服务,20150319
1815,300433.SZ,300433,蓝思科技,湖南,元器件,20150318
1816,300434.SZ,300434,金石东方,四川,化学制药,20150424
1817,300435.SZ,300435,中泰股份,浙江,机械,20150326
1818,300436.SZ,300436,广生堂,福建,化学制药,20150422
1819,300437.SZ,300437,清水源,河南,化学制药,20150423
1820,300438.SZ,300438,鹏辉能源,广东,元器件,20150424
1821,300439.SZ,300439,美康生物,浙江,化学制药,20150422
1822,300440.SZ,300440,运达科技,四川,软件服务,20150423
1823,300441.SZ,300441,鲍斯股份,浙江,机械,20150423
1824,300442.SZ,300442,普丽盛,上海,轻工机械,20150424
1825,300443.SZ,300443,金雷股份,山东,机械,20150422
1826,300444.SZ,300444,双杰电气,北京,元器件,20150423
1827,300445.SZ,300445,康斯特,北京,元器件,20150424
1828,300446.SZ,300446,乐凯新材,河北,化学制药,20150423
1829,300447.SZ,300447,全信股份,江苏,元器件,20150422
1830,300448.SZ,300448,浩云科技,广东,软件服务,20150424
1831,300449.SZ,300449,汉邦高科,北京,软件服务,20150422
1832,300450.SZ,300450,先导智能,江苏,机械,20150518
1833,300451.SZ,300451,创业慧康,浙江,软件服务,20150514
1834,300452.SZ,300452,山河药辅,安徽,化学制药,20150515
1835,300453.SZ,300453,三鑫医疗,江西,化学制药,20150515
1836,300454.SZ,300454,深信服,深圳,软件服务,20180516
1837,300455.SZ,300455,康拓红外,北京,运输设备,20150515
1838,300456.SZ,300456,耐威科技,北京,元器件,20150514
1839,300457.SZ,300457,赢合科技,深圳,机械,20150514
1840,300458.SZ,300458,全志科技,广东,元器件,20150515
1841,300459.SZ,300459,金科文化,浙江,化学制药,20150515
1842,300460.SZ,300460,惠伦晶体,广东,元器件,20150515
1843,300461.SZ,300461,田中精机,浙江,机械,20150519
1844,300462.SZ,300462,华铭智能,上海,机械,20150527
1845,300463.SZ,300463,迈克生物,四川,化学制药,20150528
1846,300464.SZ,300464,星徽精密,广东,机械,20150610
1847,300465.SZ,300465,高伟达,北京,软件服务,20150528
1848,300466.SZ,300466,赛摩电气,江苏,元器件,20150528
1849,300467.SZ,300467,迅游科技,四川,软件服务,20150527
1850,300468.SZ,300468,四方精创,深圳,软件服务,20150527
1851,300469.SZ,300469,信息发展,上海,软件服务,20150611
1852,300470.SZ,300470,日机密封,四川,机械,20150612
1853,300471.SZ,300471,厚普股份,四川,机械,20150611
1854,300472.SZ,300472,新元科技,北京,机械,20150611
1855,300473.SZ,300473,德尔股份,辽宁,汽车服务,20150612
1856,300474.SZ,300474,景嘉微,湖南,元器件,20160331
1857,300475.SZ,300475,聚隆科技,安徽,机械,20150610
1858,300476.SZ,300476,胜宏科技,广东,元器件,20150611
1859,300477.SZ,300477,合纵科技,北京,元器件,20150610
1860,300478.SZ,300478,杭州高新,浙江,橡胶,20150610
1861,300479.SZ,300479,神思电子,山东,软件服务,20150612
1862,300480.SZ,300480,光力科技,河南,元器件,20150702
1863,300481.SZ,300481,濮阳惠成,河南,化学制药,20150630
1864,300482.SZ,300482,万孚生物,广东,化学制药,20150630
1865,300483.SZ,300483,沃施股份,上海,机械,20150630
1866,300484.SZ,300484,蓝海华腾,深圳,元器件,20160322
1867,300485.SZ,300485,赛升药业,北京,化学制药,20150626
1868,300486.SZ,300486,东杰智能,山西,机械,20150630
1869,300487.SZ,300487,蓝晓科技,陕西,化学制药,20150702
1870,300488.SZ,300488,恒锋工具,浙江,机械,20150701
1871,300489.SZ,300489,中飞股份,黑龙江,农矿业,20150701
1872,300490.SZ,300490,华自科技,湖南,元器件,20151231
1873,300491.SZ,300491,通合科技,河北,元器件,20151231
1874,300492.SZ,300492,山鼎设计,四川,地产,20151223
1875,300493.SZ,300493,润欣科技,上海,软件服务,20151210
1876,300494.SZ,300494,盛天网络,湖北,软件服务,20151231
1877,300495.SZ,300495,美尚生态,江苏,环境保护,20151222
1878,300496.SZ,300496,中科创达,北京,软件服务,20151210
1879,300497.SZ,300497,富祥股份,江西,化学制药,20151222
1880,300498.SZ,300498,温氏股份,广东,农矿业,20151102
1881,300499.SZ,300499,高澜股份,广东,机械,20160202
1882,300500.SZ,300500,启迪设计,江苏,地产,20160204
1883,300501.SZ,300501,海顺新材,上海,广告包装,20160204
1884,300502.SZ,300502,新易盛,四川,软件服务,20160303
1885,300503.SZ,300503,昊志机电,广东,机械,20160309
1886,300504.SZ,300504,天邑股份,四川,软件服务,20180330
1887,300505.SZ,300505,川金诺,云南,化学制药,20160315
1888,300506.SZ,300506,名家汇,深圳,地产,20160324
1889,300507.SZ,300507,苏奥传感,江苏,汽车服务,20160429
1890,300508.SZ,300508,维宏股份,上海,软件服务,20160419
1891,300509.SZ,300509,新美星,江苏,机械,20160425
1892,300510.SZ,300510,金冠股份,吉林,元器件,20160506
1893,300511.SZ,300511,雪榕生物,上海,农矿业,20160504
1894,300512.SZ,300512,中亚股份,浙江,机械,20160526
1895,300513.SZ,300513,恒实科技,北京,软件服务,20160530
1896,300514.SZ,300514,友讯达,深圳,软件服务,20170426
1897,300515.SZ,300515,三德科技,湖南,元器件,20160608
1898,300516.SZ,300516,久之洋,湖北,元器件,20160602
1899,300517.SZ,300517,海波重科,湖北,地产,20160719
1900,300518.SZ,300518,盛讯达,深圳,软件服务,20160624
1901,300519.SZ,300519,新光药业,浙江,化学制药,20160624
1902,300520.SZ,300520,科大国创,安徽,软件服务,20160708
1903,300521.SZ,300521,爱司凯,广东,机械,20160705
1904,300522.SZ,300522,世名科技,江苏,染料涂料,20160705
1905,300523.SZ,300523,辰安科技,北京,软件服务,20160726
1906,300525.SZ,300525,博思软件,福建,软件服务,20160726
1907,300526.SZ,300526,中潜股份,广东,机械,20160802
1908,300527.SZ,300527,中国应急,湖北,机械,20160805
1909,300528.SZ,300528,幸福蓝海,江苏,影视音像,20160808
1910,300529.SZ,300529,健帆生物,广东,化学制药,20160802
1911,300530.SZ,300530,达志科技,广东,化学制药,20160809
1912,300531.SZ,300531,优博讯,深圳,软件服务,20160809
1913,300532.SZ,300532,今天国际,深圳,软件服务,20160818
1914,300533.SZ,300533,冰川网络,深圳,软件服务,20160818
1915,300534.SZ,300534,陇神戎发,甘肃,化学制药,20160913
1916,300535.SZ,300535,达威股份,四川,化学制药,20160812
1917,300536.SZ,300536,农尚环境,湖北,地产,20160920
1918,300537.SZ,300537,广信材料,江苏,染料涂料,20160830
1919,300538.SZ,300538,同益股份,深圳,批发业,20160826
1920,300539.SZ,300539,横河模具,浙江,塑料,20160830
1921,300540.SZ,300540,深冷股份,四川,机械,20160823
1922,300541.SZ,300541,先进数通,北京,软件服务,20160913
1923,300542.SZ,300542,新晨科技,北京,软件服务,20160920
1924,300543.SZ,300543,朗科智能,深圳,元器件,20160908
1925,300545.SZ,300545,联得装备,深圳,机械,20160928
1926,300546.SZ,300546,雄帝科技,深圳,元器件,20160928
1927,300547.SZ,300547,川环科技,四川,橡胶,20160930
1928,300548.SZ,300548,博创科技,浙江,元器件,20161012
1929,300549.SZ,300549,优德精密,江苏,机械,20160930
1930,300550.SZ,300550,和仁科技,浙江,软件服务,20161018
1931,300551.SZ,300551,古鳌科技,上海,机械,20161018
1932,300552.SZ,300552,万集科技,北京,软件服务,20161021
1933,300553.SZ,300553,集智股份,浙江,元器件,20161021
1934,300554.SZ,300554,三超新材,江苏,农矿业,20170421
1935,300555.SZ,300555,路通视信,江苏,软件服务,20161018
1936,300556.SZ,300556,丝路视觉,深圳,软件服务,20161104
1937,300557.SZ,300557,理工光科,湖北,元器件,20161101
1938,300558.SZ,300558,贝达药业,浙江,化学制药,20161107
1939,300559.SZ,300559,佳发教育,四川,软件服务,20161101
1940,300560.SZ,300560,中富通,福建,软件服务,20161101
1941,300561.SZ,300561,汇金科技,广东,软件服务,20161117
1942,300562.SZ,300562,乐心医疗,广东,化学制药,20161116
1943,300563.SZ,300563,神宇股份,江苏,软件服务,20161114
1944,300565.SZ,300565,科信技术,深圳,软件服务,20161122
1945,300566.SZ,300566,激智科技,浙江,元器件,20161115
1946,300567.SZ,300567,精测电子,湖北,元器件,20161122
1947,300568.SZ,300568,星源材质,深圳,化学制药,20161201
1948,300569.SZ,300569,天能重工,山东,机械,20161125
1949,300570.SZ,300570,太辰光,深圳,元器件,20161206
1950,300571.SZ,300571,平治信息,浙江,软件服务,20161213
1951,300572.SZ,300572,安车检测,深圳,元器件,20161206
1952,300573.SZ,300573,兴齐眼药,辽宁,化学制药,20161208
1953,300575.SZ,300575,中旗股份,江苏,农矿业,20161220
1954,300576.SZ,300576,容大感光,深圳,染料涂料,20161220
1955,300577.SZ,300577,开润股份,安徽,农矿业,20161221
1956,300578.SZ,300578,会畅通讯,上海,软件服务,20170125
1957,300579.SZ,300579,数字认证,北京,软件服务,20161223
1958,300580.SZ,300580,贝斯特,江苏,汽车服务,20170111
1959,300581.SZ,300581,晨曦航空,陕西,航空,20161220
1960,300582.SZ,300582,英飞特,浙江,半导体,20161228
1961,300583.SZ,300583,赛托生物,山东,化学制药,20170106
1962,300584.SZ,300584,海辰药业,江苏,化学制药,20170112
1963,300585.SZ,300585,奥联电子,江苏,汽车服务,20161229
1964,300586.SZ,300586,美联新材,广东,化学制药,20170104
1965,300587.SZ,300587,天铁股份,浙江,橡胶,20170105
1966,300588.SZ,300588,熙菱信息,新疆,软件服务,20170105
1967,300589.SZ,300589,江龙船艇,广东,船舶,20170113
1968,300590.SZ,300590,移为通信,上海,软件服务,20170111
1969,300591.SZ,300591,万里马,广东,服饰,20170110
1970,300592.SZ,300592,华凯创意,湖南,软件服务,20170120
1971,300593.SZ,300593,新雷能,北京,元器件,20170113
1972,300595.SZ,300595,欧普康视,安徽,化学制药,20170117
1973,300596.SZ,300596,利安隆,天津,化学制药,20170119
1974,300597.SZ,300597,吉大通信,吉林,软件服务,20170123
1975,300598.SZ,300598,诚迈科技,江苏,软件服务,20170120
1976,300599.SZ,300599,雄塑科技,广东,塑料,20170123
1977,300600.SZ,300600,瑞特股份,江苏,元器件,20170125
1978,300601.SZ,300601,康泰生物,深圳,化学制药,20170207
1979,300602.SZ,300602,飞荣达,深圳,元器件,20170126
1980,300603.SZ,300603,立昂技术,新疆,软件服务,20170126
1981,300604.SZ,300604,长川科技,浙江,机械,20170417
1982,300605.SZ,300605,恒锋信息,福建,软件服务,20170208
1983,300606.SZ,300606,金太阳,广东,农矿业,20170208
1984,300607.SZ,300607,拓斯达,广东,机械,20170209
1985,300608.SZ,300608,思特奇,北京,软件服务,20170213
1986,300609.SZ,300609,汇纳科技,上海,软件服务,20170215
1987,300610.SZ,300610,晨化股份,江苏,化学制药,20170213
1988,300611.SZ,300611,美力科技,浙江,机械,20170220
1989,300612.SZ,300612,宣亚国际,北京,广告包装,20170215
1990,300613.SZ,300613,富瀚微,上海,半导体,20170220
1991,300615.SZ,300615,欣天科技,深圳,元器件,20170215
1992,300616.SZ,300616,尚品宅配,广东,家居用品,20170307
1993,300617.SZ,300617,安靠智电,江苏,元器件,20170228
1994,300618.SZ,300618,寒锐钴业,江苏,小金属,20170306
1995,300619.SZ,300619,金银河,广东,机械,20170301
1996,300620.SZ,300620,光库科技,广东,元器件,20170310
1997,300621.SZ,300621,维业股份,深圳,装修装饰,20170316
1998,300622.SZ,300622,博士眼镜,深圳,综合服务,20170315
1999,300623.SZ,300623,捷捷微电,江苏,半导体,20170314
2000,300624.SZ,300624,万兴科技,西藏,软件服务,20180118
2001,300625.SZ,300625,三雄极光,广东,半导体,20170317
2002,300626.SZ,300626,华瑞股份,浙江,元器件,20170320
2003,300627.SZ,300627,华测导航,上海,软件服务,20170321
2004,300628.SZ,300628,亿联网络,福建,软件服务,20170317
2005,300629.SZ,300629,新劲刚,广东,农矿业,20170324
2006,300630.SZ,300630,普利制药,海南,化学制药,20170328
2007,300631.SZ,300631,久吾高科,江苏,环境保护,20170323
2008,300632.SZ,300632,光莆股份,福建,半导体,20170406
2009,300633.SZ,300633,开立医疗,深圳,化学制药,20170406
2010,300634.SZ,300634,彩讯股份,深圳,软件服务,20180323
2011,300635.SZ,300635,达安股份,广东,地产,20170331
2012,300636.SZ,300636,同和药业,江西,化学制药,20170331
2013,300637.SZ,300637,扬帆新材,浙江,化学制药,20170412
2014,300638.SZ,300638,广和通,深圳,软件服务,20170413
2015,300639.SZ,300639,凯普生物,广东,化学制药,20170412
2016,300640.SZ,300640,德艺文创,福建,文教休闲,20170417
2017,300641.SZ,300641,正丹股份,江苏,化学制药,20170418
2018,300642.SZ,300642,透景生命,上海,化学制药,20170421
2019,300643.SZ,300643,万通智控,浙江,汽车服务,20170505
2020,300644.SZ,300644,南京聚隆,江苏,塑料,20180206
2021,300645.SZ,300645,正元智慧,浙江,软件服务,20170421
2022,300647.SZ,300647,超频三,深圳,元器件,20170503
2023,300648.SZ,300648,星云股份,福建,元器件,20170425
2024,300649.SZ,300649,杭州园林,浙江,地产,20170505
2025,300650.SZ,300650,太龙照明,福建,元器件,20170503
2026,300651.SZ,300651,金陵体育,江苏,文教休闲,20170509
2027,300652.SZ,300652,雷迪克,浙江,汽车服务,20170516
2028,300653.SZ,300653,正海生物,山东,化学制药,20170516
2029,300654.SZ,300654,世纪天鸿,山东,出版业,20170926
2030,300655.SZ,300655,晶瑞股份,江苏,化学制药,20170523
2031,300656.SZ,300656,民德电子,深圳,软件服务,20170519
2032,300657.SZ,300657,弘信电子,福建,元器件,20170523
2033,300658.SZ,300658,延江股份,福建,农矿业,20170602
2034,300659.SZ,300659,中孚信息,山东,软件服务,20170526
2035,300660.SZ,300660,江苏雷利,江苏,元器件,20170602
2036,300661.SZ,300661,圣邦股份,北京,元器件,20170606
2037,300662.SZ,300662,科锐国际,北京,综合类,20170608
2038,300663.SZ,300663,科蓝软件,北京,软件服务,20170608
2039,300664.SZ,300664,鹏鹞环保,江苏,环境保护,20180105
2040,300665.SZ,300665,飞鹿股份,湖南,染料涂料,20170613
2041,300666.SZ,300666,江丰电子,浙江,元器件,20170615
2042,300667.SZ,300667,必创科技,北京,元器件,20170619
2043,300668.SZ,300668,杰恩设计,深圳,装修装饰,20170619
2044,300669.SZ,300669,沪宁股份,浙江,机械,20170629
2045,300670.SZ,300670,大烨智能,江苏,元器件,20170703
2046,300671.SZ,300671,富满电子,深圳,半导体,20170705
2047,300672.SZ,300672,国科微,湖南,半导体,20170712
2048,300673.SZ,300673,佩蒂股份,浙江,饲料,20170711
2049,300674.SZ,300674,宇信科技,北京,软件服务,20181107
2050,300675.SZ,300675,建科院,深圳,地产,20170719
2051,300676.SZ,300676,华大基因,深圳,化学制药,20170714
2052,300677.SZ,300677,英科医疗,山东,化学制药,20170721
2053,300678.SZ,300678,中科信息,四川,软件服务,20170728
2054,300679.SZ,300679,电连技术,深圳,元器件,20170731
2055,300680.SZ,300680,隆盛科技,江苏,汽车服务,20170725
2056,300681.SZ,300681,英搏尔,广东,元器件,20170725
2057,300682.SZ,300682,朗新科技,江苏,软件服务,20170801
2058,300683.SZ,300683,海特生物,湖北,化学制药,20170808
2059,300684.SZ,300684,中石科技,北京,化学制药,20171227
2060,300685.SZ,300685,艾德生物,福建,化学制药,20170802
2061,300686.SZ,300686,智动力,深圳,元器件,20170804
2062,300687.SZ,300687,赛意信息,广东,软件服务,20170803
2063,300688.SZ,300688,创业黑马,北京,综合类,20170810
2064,300689.SZ,300689,澄天伟业,深圳,元器件,20170809
2065,300690.SZ,300690,双一科技,山东,元器件,20170808
2066,300691.SZ,300691,联合光电,广东,元器件,20170811
2067,300692.SZ,300692,中环环保,安徽,环境保护,20170821
2068,300693.SZ,300693,盛弘股份,深圳,元器件,20170822
2069,300694.SZ,300694,蠡湖股份,江苏,汽车服务,20181015
2070,300695.SZ,300695,兆丰股份,浙江,汽车服务,20170908
2071,300696.SZ,300696,爱乐达,四川,航空,20170822
2072,300697.SZ,300697,电工合金,江苏,农矿业,20170907
2073,300698.SZ,300698,万马科技,浙江,软件服务,20170831
2074,300699.SZ,300699,光威复材,山东,化学制药,20170901
2075,300700.SZ,300700,岱勒新材,湖南,农矿业,20170912
2076,300701.SZ,300701,森霸传感,河南,元器件,20170915
2077,300702.SZ,300702,天宇股份,浙江,化学制药,20170919
2078,300703.SZ,300703,创源文化,浙江,文教休闲,20170919
2079,300705.SZ,300705,九典制药,湖南,化学制药,20171010
2080,300706.SZ,300706,阿石创,福建,元器件,20170926
2081,300707.SZ,300707,威唐工业,江苏,机械,20171010
2082,300708.SZ,300708,聚灿光电,江苏,半导体,20171016
2083,300709.SZ,300709,精研科技,江苏,元器件,20171019
2084,300710.SZ,300710,万隆光电,浙江,软件服务,20171019
2085,300711.SZ,300711,广哈通信,广东,软件服务,20171101
2086,300712.SZ,300712,永福股份,福建,地产,20171031
2087,300713.SZ,300713,英可瑞,深圳,元器件,20171101
2088,300715.SZ,300715,凯伦股份,江苏,综合服务,20171026
2089,300716.SZ,300716,国立科技,广东,塑料,20171109
2090,300717.SZ,300717,华信新材,江苏,塑料,20171106
2091,300718.SZ,300718,长盛轴承,浙江,机械,20171106
2092,300719.SZ,300719,安达维尔,北京,航空,20171109
2093,300720.SZ,300720,海川智能,广东,元器件,20171106
2094,300721.SZ,300721,怡达股份,江苏,化学制药,20171115
2095,300722.SZ,300722,新余国科,江西,机械,20171110
2096,300723.SZ,300723,一品红,广东,化学制药,20171116
2097,300724.SZ,300724,捷佳伟创,深圳,机械,20180810
2098,300725.SZ,300725,药石科技,江苏,化学制药,20171110
2099,300726.SZ,300726,宏达电子,湖南,元器件,20171121
2100,300727.SZ,300727,润禾材料,浙江,化学制药,20171127
2101,300729.SZ,300729,乐歌股份,浙江,家居用品,20171201
2102,300730.SZ,300730,科创信息,湖南,软件服务,20171205
2103,300731.SZ,300731,科创新源,深圳,橡胶,20171208
2104,300732.SZ,300732,设研院,河南,地产,20171212
2105,300733.SZ,300733,西菱动力,四川,汽车服务,20180116
2106,300735.SZ,300735,光弘科技,广东,软件服务,20171229
2107,300736.SZ,300736,百邦科技,北京,软件服务,20180109
2108,300737.SZ,300737,科顺股份,广东,综合服务,20180125
2109,300738.SZ,300738,奥飞数据,广东,电信运营,20180119
2110,300739.SZ,300739,明阳电路,深圳,元器件,20180201
2111,300740.SZ,300740,御家汇,湖南,日用化工,20180208
2112,300741.SZ,300741,华宝股份,西藏,农矿业,20180301
2113,300742.SZ,300742,越博动力,江苏,汽车服务,20180508
2114,300743.SZ,300743,天地数码,浙江,软件服务,20180427
2115,300745.SZ,300745,欣锐科技,深圳,汽车服务,20180523
2116,300746.SZ,300746,汉嘉设计,浙江,地产,20180525
2117,300747.SZ,300747,锐科激光,湖北,元器件,20180625
2118,300748.SZ,300748,金力永磁,江西,元器件,20180921
2119,300749.SZ,300749,顶固集创,广东,家居用品,20180925
2120,300750.SZ,300750,宁德时代,福建,元器件,20180611
2121,300751.SZ,300751,迈为股份,江苏,机械,20181109
2122,300752.SZ,300752,隆利科技,深圳,元器件,20181130
2123,300753.SZ,300753,爱朋医疗,江苏,化学制药,20181213
2124,300755.SZ,300755,华致酒行,云南,综合服务,20190129
2125,300756.SZ,300756,中山金马,广东,机械,20181228
2126,300757.SZ,300757,罗博特科,江苏,机械,20190108
2127,300758.SZ,300758,七彩化学,辽宁,染料涂料,20190222
2128,300759.SZ,300759,康龙化成,北京,化学制药,20190128
2129,300760.SZ,300760,迈瑞医疗,深圳,化学制药,20181016
2130,300761.SZ,300761,立华股份,江苏,农矿业,20190218
2131,300762.SZ,300762,上海瀚讯,上海,软件服务,20190314
2132,300763.SZ,300763,锦浪科技,浙江,元器件,20190319
2133,300765.SZ,300765,新诺威,河北,农矿业,20190322
2134,300766.SZ,300766,每日互动,浙江,软件服务,20190325
2135,300767.SZ,300767,震安科技,云南,橡胶,20190329
2136,300768.SZ,300768,迪普科技,浙江,软件服务,20190412
2137,300769.SZ,300769,德方纳米,深圳,化学制药,20190415
2138,300770.SZ,300770,新媒股份,广东,影视音像,20190419
2139,300771.SZ,300771,智莱科技,深圳,软件服务,20190422
2140,300772.SZ,300772,运达股份,浙江,元器件,20190426
2141,300773.SZ,300773,拉卡拉,北京,软件服务,20190425
2142,300776.SZ,300776,帝尔激光,湖北,机械,20190517
2143,300777.SZ,300777,N中简,江苏,化学制药,20190516
2144,300778.SZ,300778,新城市,深圳,地产,20190510
2145,600000.SH,600000,浦发银行,上海,金融,19991110
2146,600004.SH,600004,白云机场,广东,机场,20030428
2147,600006.SH,600006,东风汽车,湖北,汽车服务,19990727
2148,600007.SH,600007,中国国贸,北京,地产,19990312
2149,600008.SH,600008,首创股份,北京,环境保护,20000427
2150,600009.SH,600009,上海机场,上海,机场,19980218
2151,600010.SH,600010,包钢股份,内蒙,普钢,20010309
2152,600011.SH,600011,华能国际,北京,火力发电,20011206
2153,600012.SH,600012,皖通高速,安徽,路桥,20030107
2154,600015.SH,600015,华夏银行,北京,金融,20030912
2155,600016.SH,600016,民生银行,北京,金融,20001219
2156,600017.SH,600017,日照港,山东,港口,20061017
2157,600018.SH,600018,上港集团,上海,港口,20061026
2158,600019.SH,600019,宝钢股份,上海,普钢,20001212
2159,600020.SH,600020,中原高速,河南,路桥,20030808
2160,600021.SH,600021,上海电力,上海,火力发电,20031029
2161,600022.SH,600022,山东钢铁,山东,普钢,20040629
2162,600023.SH,600023,浙能电力,浙江,火力发电,20131219
2163,600025.SH,600025,华能水电,云南,水力发电,20171215
2164,600026.SH,600026,中远海能,上海,水运,20020523
2165,600027.SH,600027,华电国际,山东,火力发电,20050203
2166,600028.SH,600028,中国石化,北京,农矿业,20010808
2167,600029.SH,600029,南方航空,广东,空运,20030725
2168,600030.SH,600030,中信证券,深圳,金融,20030106
2169,600031.SH,600031,三一重工,北京,工程机械,20030703
2170,600033.SH,600033,福建高速,福建,路桥,20010209
2171,600035.SH,600035,楚天高速,湖北,路桥,20040310
2172,600036.SH,600036,招商银行,深圳,金融,20020409
2173,600037.SH,600037,歌华有线,北京,影视音像,20010208
2174,600038.SH,600038,中直股份,黑龙江,航空,20001218
2175,600039.SH,600039,四川路桥,四川,地产,20030325
2176,600048.SH,600048,保利地产,广东,地产,20060731
2177,600050.SH,600050,中国联通,北京,电信运营,20021009
2178,600051.SH,600051,宁波联合,浙江,综合类,19970410
2179,600052.SH,600052,浙江广厦,浙江,影视音像,19970415
2180,600053.SH,600053,九鼎投资,江西,多元金融,19970418
2181,600054.SH,600054,黄山旅游,安徽,旅游景点,19970506
2182,600055.SH,600055,万东医疗,北京,化学制药,19970519
2183,600056.SH,600056,中国医药,北京,医药商业,19970515
2184,600057.SH,600057,厦门象屿,福建,仓储物流,19970604
2185,600058.SH,600058,五矿发展,北京,商贸代理,19970528
2186,600059.SH,600059,古越龙山,浙江,红黄药酒,19970516
2187,600060.SH,600060,海信电器,山东,元器件,19970422
2188,600061.SH,600061,国投资本,上海,金融,19970519
2189,600062.SH,600062,华润双鹤,北京,化学制药,19970522
2190,600063.SH,600063,皖维高新,安徽,化学制药,19970528
2191,600064.SH,600064,南京高科,江苏,地产,19970506
2192,600066.SH,600066,宇通客车,河南,汽车服务,19970508
2193,600067.SH,600067,冠城大通,福建,地产,19970508
2194,600068.SH,600068,葛洲坝,湖北,地产,19970526
2195,600069.SH,600069,银鸽投资,河南,造纸,19970430
2196,600070.SH,600070,浙江富润,浙江,农矿业,19970604
2197,600071.SH,600071,凤凰光学,江西,元器件,19970528
2198,600072.SH,600072,中船科技,上海,船舶,19970603
2199,600073.SH,600073,上海梅林,上海,农矿业,19970704
2200,600074.SH,600074,*ST保千,江苏,软件服务,19970623
2201,600075.SH,600075,新疆天业,新疆,化学制药,19970617
2202,600076.SH,600076,康欣新材,山东,综合服务,19970526
2203,600077.SH,600077,宋都股份,浙江,地产,19970520
2204,600078.SH,600078,澄星股份,江苏,化学制药,19970627
2205,600079.SH,600079,人福医药,湖北,化学制药,19970606
2206,600080.SH,600080,金花股份,陕西,化学制药,19970612
2207,600081.SH,600081,东风科技,上海,汽车服务,19970703
2208,600082.SH,600082,海泰发展,天津,地产,19970620
2209,600083.SH,600083,博信股份,江苏,地产,19970606
2210,600084.SH,600084,*ST中葡,新疆,红黄药酒,19970711
2211,600085.SH,600085,同仁堂,北京,化学制药,19970625
2212,600086.SH,600086,东方金钰,湖北,服饰,19970606
2213,600088.SH,600088,中视传媒,上海,影视音像,19970616
2214,600089.SH,600089,特变电工,新疆,元器件,19970618
2215,600090.SH,600090,同济堂,新疆,医药商业,19970616
2216,600091.SH,600091,ST明科,内蒙,化学制药,19970704
2217,600093.SH,600093,易见股份,四川,仓储物流,19970626
2218,600094.SH,600094,大名城,上海,地产,19970703
2219,600095.SH,600095,哈高科,黑龙江,地产,19970708
2220,600096.SH,600096,云天化,云南,农矿业,19970709
2221,600097.SH,600097,开创国际,上海,农矿业,19970619
2222,600098.SH,600098,广州发展,广东,火力发电,19970718
2223,600099.SH,600099,林海股份,江苏,摩托车,19970704
2224,600100.SH,600100,同方股份,北京,软件服务,19970627
2225,600101.SH,600101,明星电力,四川,水力发电,19970627
2226,600103.SH,600103,青山纸业,福建,造纸,19970703
2227,600104.SH,600104,上汽集团,上海,汽车服务,19971125
2228,600105.SH,600105,永鼎股份,江苏,软件服务,19970929
2229,600106.SH,600106,重庆路桥,重庆,路桥,19970618
2230,600107.SH,600107,美尔雅,湖北,服饰,19971106
2231,600108.SH,600108,亚盛集团,甘肃,农矿业,19970818
2232,600109.SH,600109,国金证券,四川,金融,19970807
2233,600110.SH,600110,诺德股份,吉林,元器件,19971007
2234,600111.SH,600111,北方稀土,内蒙,小金属,19970924
2235,600112.SH,600112,天成控股,贵州,元器件,19971127
2236,600113.SH,600113,浙江东日,浙江,地产,19971021
2237,600114.SH,600114,东睦股份,浙江,机械,20040511
2238,600115.SH,600115,东方航空,上海,空运,19971105
2239,600116.SH,600116,三峡水利,重庆,水力发电,19970804
2240,600117.SH,600117,西宁特钢,青海,特种钢,19971015
2241,600118.SH,600118,中国卫星,北京,航空,19970908
2242,600119.SH,600119,*ST长投,上海,仓储物流,19980115
2243,600120.SH,600120,浙江东方,浙江,多元金融,19971201
2244,600121.SH,600121,郑州煤电,河南,煤炭开采,19980107
2245,600122.SH,600122,宏图高科,江苏,综合服务,19980420
2246,600123.SH,600123,兰花科创,山西,煤炭开采,19981217
2247,600125.SH,600125,铁龙物流,辽宁,铁路,19980511
2248,600126.SH,600126,杭钢股份,浙江,普钢,19980311
2249,600127.SH,600127,金健米业,湖南,农矿业,19980506
2250,600128.SH,600128,弘业股份,江苏,商贸代理,19970901
2251,600129.SH,600129,太极集团,重庆,化学制药,19971118
